section,run_id,method,n,metric,mean,std
raw_public_main,r089_campaign_mem_selector_conservative_atlas_raw_public,Selector-Conservative TRACER,3,Recall@P80,0.027777777777777776,0.039283710065919304
raw_public_main,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,AUPRC,0.3411042928756254,0.1453220689509489
raw_public_main,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,LeadTime@P80,6.666666666666667,9.428090415820634
raw_public_main,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,Brier,0.006812741047133887,0.0022881513288988482
raw_public_main,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,Analog-Fidelity@5,58.737588652482266,27.356529094907433
raw_public_main,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,TTE-Err@1,2138.749959309896,458.44102267760877
raw_public_main,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,AUROC,,
raw_public_main,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,LogLoss,,
raw_public_main,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,ECE@10,,
raw_public_main,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,BestF1,,
raw_public_main,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,Precision@P80,0.26666666666666666,0.37712361663282534
raw_public_main,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,Recall@P80,0.1111111111111111,0.15713484026367722
raw_public_event_disjoint,r026_tail_risk_linear_atlas_raw_public,LR-TailRisk,3,AUPRC,0.002467434803408423,0.0
raw_public_event_disjoint,r026_tail_risk_linear_atlas_raw_public,LR-TailRisk,3,LeadTime@P80,0.0,0.0
raw_public_event_disjoint,r026_tail_risk_linear_atlas_raw_public,LR-TailRisk,3,Brier,0.003202918117735872,0.00042584637496249813
raw_public_event_disjoint,r026_tail_risk_linear_atlas_raw_public,LR-TailRisk,3,Analog-Fidelity@5,,
raw_public_event_disjoint,r026_tail_risk_linear_atlas_raw_public,LR-TailRisk,3,TTE-Err@1,,
raw_public_event_disjoint,r026_tail_risk_linear_atlas_raw_public,LR-TailRisk,3,AUROC,,
raw_public_event_disjoint,r026_tail_risk_linear_atlas_raw_public,LR-TailRisk,3,LogLoss,,
raw_public_event_disjoint,r026_tail_risk_linear_atlas_raw_public,LR-TailRisk,3,ECE@10,,
raw_public_event_disjoint,r026_tail_risk_linear_atlas_raw_public,LR-TailRisk,3,BestF1,,
raw_public_event_disjoint,r026_tail_risk_linear_atlas_raw_public,LR-TailRisk,3,Precision@P80,0.0,0.0
raw_public_event_disjoint,r026_tail_risk_linear_atlas_raw_public,LR-TailRisk,3,Recall@P80,0.0,0.0
raw_public_event_disjoint,r027_dlinear_forecaster_atlas_raw_public,DLinear-Forecaster,3,AUPRC,0.0024635495241298495,4.8387502867722e-08
raw_public_event_disjoint,r027_dlinear_forecaster_atlas_raw_public,DLinear-Forecaster,3,LeadTime@P80,0.0,0.0
raw_public_event_disjoint,r027_dlinear_forecaster_atlas_raw_public,DLinear-Forecaster,3,Brier,0.1683803235510106,0.016302597631878777
raw_public_event_disjoint,r027_dlinear_forecaster_atlas_raw_public,DLinear-Forecaster,3,Analog-Fidelity@5,,
raw_public_event_disjoint,r027_dlinear_forecaster_atlas_raw_public,DLinear-Forecaster,3,TTE-Err@1,,
raw_public_event_disjoint,r027_dlinear_forecaster_atlas_raw_public,DLinear-Forecaster,3,AUROC,,
raw_public_event_disjoint,r027_dlinear_forecaster_atlas_raw_public,DLinear-Forecaster,3,LogLoss,,
raw_public_event_disjoint,r027_dlinear_forecaster_atlas_raw_public,DLinear-Forecaster,3,ECE@10,,
raw_public_event_disjoint,r027_dlinear_forecaster_atlas_raw_public,DLinear-Forecaster,3,BestF1,,
raw_public_event_disjoint,r027_dlinear_forecaster_atlas_raw_public,DLinear-Forecaster,3,Precision@P80,0.0,0.0
raw_public_event_disjoint,r027_dlinear_forecaster_atlas_raw_public,DLinear-Forecaster,3,Recall@P80,0.0,0.0
raw_public_event_disjoint,r031_tcn_forecaster_atlas_raw_public,TCN-Forecaster,3,AUPRC,0.002467434803408423,0.0
raw_public_event_disjoint,r031_tcn_forecaster_atlas_raw_public,TCN-Forecaster,3,LeadTime@P80,0.0,0.0
raw_public_event_disjoint,r031_tcn_forecaster_atlas_raw_public,TCN-Forecaster,3,Brier,0.0015874232667647458,1.618841504585948e-05
raw_public_event_disjoint,r031_tcn_forecaster_atlas_raw_public,TCN-Forecaster,3,Analog-Fidelity@5,,
raw_public_event_disjoint,r031_tcn_forecaster_atlas_raw_public,TCN-Forecaster,3,TTE-Err@1,,
raw_public_event_disjoint,r031_tcn_forecaster_atlas_raw_public,TCN-Forecaster,3,AUROC,,
raw_public_event_disjoint,r031_tcn_forecaster_atlas_raw_public,TCN-Forecaster,3,LogLoss,,
raw_public_event_disjoint,r031_tcn_forecaster_atlas_raw_public,TCN-Forecaster,3,ECE@10,,
raw_public_event_disjoint,r031_tcn_forecaster_atlas_raw_public,TCN-Forecaster,3,BestF1,,
raw_public_event_disjoint,r031_tcn_forecaster_atlas_raw_public,TCN-Forecaster,3,Precision@P80,0.0,0.0
raw_public_event_disjoint,r031_tcn_forecaster_atlas_raw_public,TCN-Forecaster,3,Recall@P80,0.0,0.0
raw_public_event_disjoint,r032_transformer_forecaster_atlas_raw_public,Small-Transformer-Forecaster,3,AUPRC,0.029919578680417863,0.01991168991990827
raw_public_event_disjoint,r032_transformer_forecaster_atlas_raw_public,Small-Transformer-Forecaster,3,LeadTime@P80,0.0,0.0
raw_public_event_disjoint,r032_transformer_forecaster_atlas_raw_public,Small-Transformer-Forecaster,3,Brier,0.0015678500703240443,7.004054692678076e-07
raw_public_event_disjoint,r032_transformer_forecaster_atlas_raw_public,Small-Transformer-Forecaster,3,Analog-Fidelity@5,,
raw_public_event_disjoint,r032_transformer_forecaster_atlas_raw_public,Small-Transformer-Forecaster,3,TTE-Err@1,,
raw_public_event_disjoint,r032_transformer_forecaster_atlas_raw_public,Small-Transformer-Forecaster,3,AUROC,,
raw_public_event_disjoint,r032_transformer_forecaster_atlas_raw_public,Small-Transformer-Forecaster,3,LogLoss,,
raw_public_event_disjoint,r032_transformer_forecaster_atlas_raw_public,Small-Transformer-Forecaster,3,ECE@10,,
raw_public_event_disjoint,r032_transformer_forecaster_atlas_raw_public,Small-Transformer-Forecaster,3,BestF1,,
raw_public_event_disjoint,r032_transformer_forecaster_atlas_raw_public,Small-Transformer-Forecaster,3,Precision@P80,0.0,0.0
raw_public_event_disjoint,r032_transformer_forecaster_atlas_raw_public,Small-Transformer-Forecaster,3,Recall@P80,0.0,0.0
raw_public_event_disjoint,r035_prefix_retrieval_atlas_raw_public,Prefix-Only-Retrieval + Fusion,3,AUPRC,0.25871790683489365,0.3073495981107372
raw_public_event_disjoint,r035_prefix_retrieval_atlas_raw_public,Prefix-Only-Retrieval + Fusion,3,LeadTime@P80,4.166666666666667,5.892556509887896
raw_public_event_disjoint,r035_prefix_retrieval_atlas_raw_public,Prefix-Only-Retrieval + Fusion,3,Brier,0.001822666732948895,0.000340291922486101
raw_public_event_disjoint,r035_prefix_retrieval_atlas_raw_public,Prefix-Only-Retrieval + Fusion,3,Analog-Fidelity@5,84.28808091376754,12.421553574932743
raw_public_event_disjoint,r035_prefix_retrieval_atlas_raw_public,Prefix-Only-Retrieval + Fusion,3,TTE-Err@1,291.94444465637207,378.71024610584675
raw_public_event_disjoint,r035_prefix_retrieval_atlas_raw_public,Prefix-Only-Retrieval + Fusion,3,AUROC,,
raw_public_event_disjoint,r035_prefix_retrieval_atlas_raw_public,Prefix-Only-Retrieval + Fusion,3,LogLoss,,
raw_public_event_disjoint,r035_prefix_retrieval_atlas_raw_public,Prefix-Only-Retrieval + Fusion,3,ECE@10,,
raw_public_event_disjoint,r035_prefix_retrieval_atlas_raw_public,Prefix-Only-Retrieval + Fusion,3,BestF1,,
raw_public_event_disjoint,r035_prefix_retrieval_atlas_raw_public,Prefix-Only-Retrieval + Fusion,3,Precision@P80,0.3333333333333333,0.4714045207910317
raw_public_event_disjoint,r035_prefix_retrieval_atlas_raw_public,Prefix-Only-Retrieval + Fusion,3,Recall@P80,0.1111111111111111,0.15713484026367722
raw_public_event_disjoint,r036_campaign_mem_atlas_raw_public,Shared-Encoder TRACER,3,AUPRC,0.21407435015670573,0.12622606903587016
raw_public_event_disjoint,r036_campaign_mem_atlas_raw_public,Shared-Encoder TRACER,3,LeadTime@P80,0.0,0.0
raw_public_event_disjoint,r036_campaign_mem_atlas_raw_public,Shared-Encoder TRACER,3,Brier,0.0014189769363758917,0.00019994095731547915
raw_public_event_disjoint,r036_campaign_mem_atlas_raw_public,Shared-Encoder TRACER,3,Analog-Fidelity@5,99.56840177870782,0.025894572159591137
raw_public_event_disjoint,r036_campaign_mem_atlas_raw_public,Shared-Encoder TRACER,3,TTE-Err@1,557.5,190.91883092036784
raw_public_event_disjoint,r036_campaign_mem_atlas_raw_public,Shared-Encoder TRACER,3,AUROC,,
raw_public_event_disjoint,r036_campaign_mem_atlas_raw_public,Shared-Encoder TRACER,3,LogLoss,,
raw_public_event_disjoint,r036_campaign_mem_atlas_raw_public,Shared-Encoder TRACER,3,ECE@10,,
raw_public_event_disjoint,r036_campaign_mem_atlas_raw_public,Shared-Encoder TRACER,3,BestF1,,
raw_public_event_disjoint,r036_campaign_mem_atlas_raw_public,Shared-Encoder TRACER,3,Precision@P80,0.0,0.0
raw_public_event_disjoint,r036_campaign_mem_atlas_raw_public,Shared-Encoder TRACER,3,Recall@P80,0.0,0.0
raw_public_event_disjoint,r047_campaign_mem_v3_dlinear_atlas_raw_public,DLinear-Calibrated TRACER,3,AUPRC,0.10188961452874169,0.14239728802168253
raw_public_event_disjoint,r047_campaign_mem_v3_dlinear_atlas_raw_public,DLinear-Calibrated TRACER,3,LeadTime@P80,0.0,0.0
raw_public_event_disjoint,r047_campaign_mem_v3_dlinear_atlas_raw_public,DLinear-Calibrated TRACER,3,Brier,0.006261690076609778,0.005094356239729
raw_public_event_disjoint,r047_campaign_mem_v3_dlinear_atlas_raw_public,DLinear-Calibrated TRACER,3,Analog-Fidelity@5,69.11674949864853,21.512239357066857
raw_public_event_disjoint,r047_campaign_mem_v3_dlinear_atlas_raw_public,DLinear-Calibrated TRACER,3,TTE-Err@1,557.5,190.91883092036784
raw_public_event_disjoint,r047_campaign_mem_v3_dlinear_atlas_raw_public,DLinear-Calibrated TRACER,3,AUROC,,
raw_public_event_disjoint,r047_campaign_mem_v3_dlinear_atlas_raw_public,DLinear-Calibrated TRACER,3,LogLoss,,
raw_public_event_disjoint,r047_campaign_mem_v3_dlinear_atlas_raw_public,DLinear-Calibrated TRACER,3,ECE@10,,
raw_public_event_disjoint,r047_campaign_mem_v3_dlinear_atlas_raw_public,DLinear-Calibrated TRACER,3,BestF1,,
raw_public_event_disjoint,r047_campaign_mem_v3_dlinear_atlas_raw_public,DLinear-Calibrated TRACER,3,Precision@P80,0.0,0.0
raw_public_event_disjoint,r047_campaign_mem_v3_dlinear_atlas_raw_public,DLinear-Calibrated TRACER,3,Recall@P80,0.0,0.0
raw_public_event_disjoint,r243_tracer_adaptive_atlas_raw_public,TRACER,3,AUPRC,0.4027130511943035,0.0965168095346932
raw_public_event_disjoint,r243_tracer_adaptive_atlas_raw_public,TRACER,3,LeadTime@P80,4.166666666666667,5.892556509887896
raw_public_event_disjoint,r243_tracer_adaptive_atlas_raw_public,TRACER,3,Brier,0.0015692472613106172,9.609905988867859e-08
raw_public_event_disjoint,r243_tracer_adaptive_atlas_raw_public,TRACER,3,Analog-Fidelity@5,79.66431249455053,19.081156185270324
raw_public_event_disjoint,r243_tracer_adaptive_atlas_raw_public,TRACER,3,TTE-Err@1,377.5,254.55844122715712
raw_public_event_disjoint,r243_tracer_adaptive_atlas_raw_public,TRACER,3,AUROC,0.6689663202631502,0.25595494884740655
raw_public_event_disjoint,r243_tracer_adaptive_atlas_raw_public,TRACER,3,LogLoss,0.01548974759030576,0.0007213555906980467
raw_public_event_disjoint,r243_tracer_adaptive_atlas_raw_public,TRACER,3,ECE@10,0.0014987077957396044,6.437788518757662e-05
raw_public_event_disjoint,r243_tracer_adaptive_atlas_raw_public,TRACER,3,BestF1,0.5897435897435898,0.12691660175143157
raw_public_event_disjoint,r243_tracer_adaptive_atlas_raw_public,TRACER,3,Precision@P80,0.3333333333333333,0.4714045207910317
raw_public_event_disjoint,r243_tracer_adaptive_atlas_raw_public,TRACER,3,Recall@P80,0.1111111111111111,0.15713484026367722
raw_public_event_disjoint,r089_campaign_mem_selector_conservative_atlas_raw_public,Selector-Conservative TRACER,3,AUPRC,0.2924004725079623,0.19676000199557703
raw_public_event_disjoint,r089_campaign_mem_selector_conservative_atlas_raw_public,Selector-Conservative TRACER,3,LeadTime@P80,0.0,0.0
raw_public_event_disjoint,r089_campaign_mem_selector_conservative_atlas_raw_public,Selector-Conservative TRACER,3,Brier,0.028941544393698376,0.038987517464884075
raw_public_event_disjoint,r089_campaign_mem_selector_conservative_atlas_raw_public,Selector-Conservative TRACER,3,Analog-Fidelity@5,90.23454529601534,6.631564666021917
raw_public_event_disjoint,r089_campaign_mem_selector_conservative_atlas_raw_public,Selector-Conservative TRACER,3,TTE-Err@1,289.44444783528644,185.23050607353147
raw_public_event_disjoint,r089_campaign_mem_selector_conservative_atlas_raw_public,Selector-Conservative TRACER,3,AUROC,,
raw_public_event_disjoint,r089_campaign_mem_selector_conservative_atlas_raw_public,Selector-Conservative TRACER,3,LogLoss,,
raw_public_event_disjoint,r089_campaign_mem_selector_conservative_atlas_raw_public,Selector-Conservative TRACER,3,ECE@10,,
raw_public_event_disjoint,r089_campaign_mem_selector_conservative_atlas_raw_public,Selector-Conservative TRACER,3,BestF1,,
raw_public_event_disjoint,r089_campaign_mem_selector_conservative_atlas_raw_public,Selector-Conservative TRACER,3,Precision@P80,0.0,0.0
raw_public_event_disjoint,r089_campaign_mem_selector_conservative_atlas_raw_public,Selector-Conservative TRACER,3,Recall@P80,0.0,0.0
raw_public_event_disjoint,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,AUPRC,0.0019295171683440168,0.0005174008620831729
raw_public_event_disjoint,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,LeadTime@P80,0.0,0.0
raw_public_event_disjoint,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,Brier,0.0027138394182726726,0.0016175442482413854
raw_public_event_disjoint,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,Analog-Fidelity@5,74.99956404220072,25.466703778956838
raw_public_event_disjoint,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,TTE-Err@1,512.5,229.4558781116753
raw_public_event_disjoint,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,AUROC,,
raw_public_event_disjoint,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,LogLoss,,
raw_public_event_disjoint,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,ECE@10,,
raw_public_event_disjoint,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,BestF1,,
raw_public_event_disjoint,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,Precision@P80,0.0,0.0
raw_public_event_disjoint,r121_campaign_mem_dual_selector_proxy_strict_atlas_raw_public,ATLASv2-Tuned TRACER Core Transfer,3,Recall@P80,0.0,0.0
event_disjoint,r020_dlinear_forecaster_atlasv2_public_event_disjoint,DLinear-Forecaster,3,AUPRC,0.7415966386554621,0.02087570916462314
event_disjoint,r020_dlinear_forecaster_atlasv2_public_event_disjoint,DLinear-Forecaster,3,LeadTime@P80,11.666666666666666,1.1785113019775793
event_disjoint,r020_dlinear_forecaster_atlasv2_public_event_disjoint,DLinear-Forecaster,3,Brier,0.05930518244309751,0.0024001204996487546
event_disjoint,r020_dlinear_forecaster_atlasv2_public_event_disjoint,DLinear-Forecaster,3,Analog-Fidelity@5,,
event_disjoint,r020_dlinear_forecaster_atlasv2_public_event_disjoint,DLinear-Forecaster,3,TTE-Err@1,,
event_disjoint,r020_dlinear_forecaster_atlasv2_public_event_disjoint,DLinear-Forecaster,3,AUROC,,
event_disjoint,r020_dlinear_forecaster_atlasv2_public_event_disjoint,DLinear-Forecaster,3,LogLoss,,
event_disjoint,r020_dlinear_forecaster_atlasv2_public_event_disjoint,DLinear-Forecaster,3,ECE@10,,
event_disjoint,r020_dlinear_forecaster_atlasv2_public_event_disjoint,DLinear-Forecaster,3,BestF1,,
event_disjoint,r020_dlinear_forecaster_atlasv2_public_event_disjoint,DLinear-Forecaster,3,Precision@P80,1.0,0.0
event_disjoint,r020_dlinear_forecaster_atlasv2_public_event_disjoint,DLinear-Forecaster,3,Recall@P80,0.611111111111111,0.0785674201318386
event_disjoint,r023_timesnet_forecaster_atlasv2_public_event_disjoint,TimesNet-Forecaster,3,AUPRC,0.21264469575694794,0.06188444023566433
event_disjoint,r023_timesnet_forecaster_atlasv2_public_event_disjoint,TimesNet-Forecaster,3,LeadTime@P80,6.666666666666667,4.714045207910317
event_disjoint,r023_timesnet_forecaster_atlasv2_public_event_disjoint,TimesNet-Forecaster,3,Brier,0.06768660081529035,0.0004752401017180026
event_disjoint,r023_timesnet_forecaster_atlasv2_public_event_disjoint,TimesNet-Forecaster,3,Analog-Fidelity@5,,
event_disjoint,r023_timesnet_forecaster_atlasv2_public_event_disjoint,TimesNet-Forecaster,3,TTE-Err@1,,
event_disjoint,r023_timesnet_forecaster_atlasv2_public_event_disjoint,TimesNet-Forecaster,3,AUROC,,
event_disjoint,r023_timesnet_forecaster_atlasv2_public_event_disjoint,TimesNet-Forecaster,3,LogLoss,,
event_disjoint,r023_timesnet_forecaster_atlasv2_public_event_disjoint,TimesNet-Forecaster,3,ECE@10,,
event_disjoint,r023_timesnet_forecaster_atlasv2_public_event_disjoint,TimesNet-Forecaster,3,BestF1,,
event_disjoint,r023_timesnet_forecaster_atlasv2_public_event_disjoint,TimesNet-Forecaster,3,Precision@P80,0.6666666666666666,0.4714045207910317
event_disjoint,r023_timesnet_forecaster_atlasv2_public_event_disjoint,TimesNet-Forecaster,3,Recall@P80,0.1111111111111111,0.07856742013183861
event_disjoint,r024_tide_forecaster_atlasv2_public_event_disjoint,TiDE-Forecaster,3,AUPRC,0.37182212382179936,0.007839947212160706
event_disjoint,r024_tide_forecaster_atlasv2_public_event_disjoint,TiDE-Forecaster,3,LeadTime@P80,3.3333333333333335,4.714045207910317
event_disjoint,r024_tide_forecaster_atlasv2_public_event_disjoint,TiDE-Forecaster,3,Brier,0.06791637806932016,0.003848431526879563
event_disjoint,r024_tide_forecaster_atlasv2_public_event_disjoint,TiDE-Forecaster,3,Analog-Fidelity@5,,
event_disjoint,r024_tide_forecaster_atlasv2_public_event_disjoint,TiDE-Forecaster,3,TTE-Err@1,,
event_disjoint,r024_tide_forecaster_atlasv2_public_event_disjoint,TiDE-Forecaster,3,AUROC,,
event_disjoint,r024_tide_forecaster_atlasv2_public_event_disjoint,TiDE-Forecaster,3,LogLoss,,
event_disjoint,r024_tide_forecaster_atlasv2_public_event_disjoint,TiDE-Forecaster,3,ECE@10,,
event_disjoint,r024_tide_forecaster_atlasv2_public_event_disjoint,TiDE-Forecaster,3,BestF1,,
event_disjoint,r024_tide_forecaster_atlasv2_public_event_disjoint,TiDE-Forecaster,3,Precision@P80,0.3333333333333333,0.4714045207910317
event_disjoint,r024_tide_forecaster_atlasv2_public_event_disjoint,TiDE-Forecaster,3,Recall@P80,0.05555555555555555,0.07856742013183861
event_disjoint,r025_tsmixer_forecaster_atlasv2_public_event_disjoint,TSMixer-Forecaster,3,AUPRC,0.30992586312335635,0.15532979446324952
event_disjoint,r025_tsmixer_forecaster_atlasv2_public_event_disjoint,TSMixer-Forecaster,3,LeadTime@P80,3.3333333333333335,4.714045207910317
event_disjoint,r025_tsmixer_forecaster_atlasv2_public_event_disjoint,TSMixer-Forecaster,3,Brier,0.0646603396467485,0.0034346564411912596
event_disjoint,r025_tsmixer_forecaster_atlasv2_public_event_disjoint,TSMixer-Forecaster,3,Analog-Fidelity@5,,
event_disjoint,r025_tsmixer_forecaster_atlasv2_public_event_disjoint,TSMixer-Forecaster,3,TTE-Err@1,,
event_disjoint,r025_tsmixer_forecaster_atlasv2_public_event_disjoint,TSMixer-Forecaster,3,AUROC,,
event_disjoint,r025_tsmixer_forecaster_atlasv2_public_event_disjoint,TSMixer-Forecaster,3,LogLoss,,
event_disjoint,r025_tsmixer_forecaster_atlasv2_public_event_disjoint,TSMixer-Forecaster,3,ECE@10,,
event_disjoint,r025_tsmixer_forecaster_atlasv2_public_event_disjoint,TSMixer-Forecaster,3,BestF1,,
event_disjoint,r025_tsmixer_forecaster_atlasv2_public_event_disjoint,TSMixer-Forecaster,3,Precision@P80,0.3333333333333333,0.4714045207910317
event_disjoint,r025_tsmixer_forecaster_atlasv2_public_event_disjoint,TSMixer-Forecaster,3,Recall@P80,0.05555555555555555,0.07856742013183861
event_disjoint,r010_tcn_forecaster_atlasv2_public_event_disjoint,TCN-Forecaster,3,AUPRC,0.7174603174603174,0.034848410158889134
event_disjoint,r010_tcn_forecaster_atlasv2_public_event_disjoint,TCN-Forecaster,3,LeadTime@P80,11.666666666666666,3.1180478223116177
event_disjoint,r010_tcn_forecaster_atlasv2_public_event_disjoint,TCN-Forecaster,3,Brier,0.0630568059372437,0.001081615263876649
event_disjoint,r010_tcn_forecaster_atlasv2_public_event_disjoint,TCN-Forecaster,3,Analog-Fidelity@5,,
event_disjoint,r010_tcn_forecaster_atlasv2_public_event_disjoint,TCN-Forecaster,3,TTE-Err@1,,
event_disjoint,r010_tcn_forecaster_atlasv2_public_event_disjoint,TCN-Forecaster,3,AUROC,,
event_disjoint,r010_tcn_forecaster_atlasv2_public_event_disjoint,TCN-Forecaster,3,LogLoss,,
event_disjoint,r010_tcn_forecaster_atlasv2_public_event_disjoint,TCN-Forecaster,3,ECE@10,,
event_disjoint,r010_tcn_forecaster_atlasv2_public_event_disjoint,TCN-Forecaster,3,BestF1,,
event_disjoint,r010_tcn_forecaster_atlasv2_public_event_disjoint,TCN-Forecaster,3,Precision@P80,1.0,0.0
event_disjoint,r010_tcn_forecaster_atlasv2_public_event_disjoint,TCN-Forecaster,3,Recall@P80,0.5,0.13608276348795434
event_disjoint,r018_lstm_forecaster_atlasv2_public_event_disjoint,LSTM-Forecaster,3,AUPRC,0.7428571428571428,0.033671751485073675
event_disjoint,r018_lstm_forecaster_atlasv2_public_event_disjoint,LSTM-Forecaster,3,LeadTime@P80,11.666666666666666,1.1785113019775793
event_disjoint,r018_lstm_forecaster_atlasv2_public_event_disjoint,LSTM-Forecaster,3,Brier,0.055438494210295695,0.001387126258614458
event_disjoint,r018_lstm_forecaster_atlasv2_public_event_disjoint,LSTM-Forecaster,3,Analog-Fidelity@5,,
event_disjoint,r018_lstm_forecaster_atlasv2_public_event_disjoint,LSTM-Forecaster,3,TTE-Err@1,,
event_disjoint,r018_lstm_forecaster_atlasv2_public_event_disjoint,LSTM-Forecaster,3,AUROC,,
event_disjoint,r018_lstm_forecaster_atlasv2_public_event_disjoint,LSTM-Forecaster,3,LogLoss,,
event_disjoint,r018_lstm_forecaster_atlasv2_public_event_disjoint,LSTM-Forecaster,3,ECE@10,,
event_disjoint,r018_lstm_forecaster_atlasv2_public_event_disjoint,LSTM-Forecaster,3,BestF1,,
event_disjoint,r018_lstm_forecaster_atlasv2_public_event_disjoint,LSTM-Forecaster,3,Precision@P80,1.0,0.0
event_disjoint,r018_lstm_forecaster_atlasv2_public_event_disjoint,LSTM-Forecaster,3,Recall@P80,0.5555555555555556,0.15713484026367722
event_disjoint,r021_patchtst_forecaster_atlasv2_public_event_disjoint,PatchTST-Forecaster,3,AUPRC,0.2567479173666285,0.06473190445804893
event_disjoint,r021_patchtst_forecaster_atlasv2_public_event_disjoint,PatchTST-Forecaster,3,LeadTime@P80,3.3333333333333335,4.714045207910317
event_disjoint,r021_patchtst_forecaster_atlasv2_public_event_disjoint,PatchTST-Forecaster,3,Brier,0.06825316790304135,0.0014445103200250735
event_disjoint,r021_patchtst_forecaster_atlasv2_public_event_disjoint,PatchTST-Forecaster,3,Analog-Fidelity@5,,
event_disjoint,r021_patchtst_forecaster_atlasv2_public_event_disjoint,PatchTST-Forecaster,3,TTE-Err@1,,
event_disjoint,r021_patchtst_forecaster_atlasv2_public_event_disjoint,PatchTST-Forecaster,3,AUROC,,
event_disjoint,r021_patchtst_forecaster_atlasv2_public_event_disjoint,PatchTST-Forecaster,3,LogLoss,,
event_disjoint,r021_patchtst_forecaster_atlasv2_public_event_disjoint,PatchTST-Forecaster,3,ECE@10,,
event_disjoint,r021_patchtst_forecaster_atlasv2_public_event_disjoint,PatchTST-Forecaster,3,BestF1,,
event_disjoint,r021_patchtst_forecaster_atlasv2_public_event_disjoint,PatchTST-Forecaster,3,Precision@P80,0.3333333333333333,0.4714045207910317
event_disjoint,r021_patchtst_forecaster_atlasv2_public_event_disjoint,PatchTST-Forecaster,3,Recall@P80,0.05555555555555555,0.07856742013183861
event_disjoint,r010_transformer_forecaster_atlasv2_public_event_disjoint,Small-Transformer-Forecaster,3,AUPRC,0.7666666666666666,0.0
event_disjoint,r010_transformer_forecaster_atlasv2_public_event_disjoint,Small-Transformer-Forecaster,3,LeadTime@P80,10.833333333333334,1.1785113019775793
event_disjoint,r010_transformer_forecaster_atlasv2_public_event_disjoint,Small-Transformer-Forecaster,3,Brier,0.04920298995657043,0.014127356590923899
event_disjoint,r010_transformer_forecaster_atlasv2_public_event_disjoint,Small-Transformer-Forecaster,3,Analog-Fidelity@5,,
event_disjoint,r010_transformer_forecaster_atlasv2_public_event_disjoint,Small-Transformer-Forecaster,3,TTE-Err@1,,
event_disjoint,r010_transformer_forecaster_atlasv2_public_event_disjoint,Small-Transformer-Forecaster,3,AUROC,,
event_disjoint,r010_transformer_forecaster_atlasv2_public_event_disjoint,Small-Transformer-Forecaster,3,LogLoss,,
event_disjoint,r010_transformer_forecaster_atlasv2_public_event_disjoint,Small-Transformer-Forecaster,3,ECE@10,,
event_disjoint,r010_transformer_forecaster_atlasv2_public_event_disjoint,Small-Transformer-Forecaster,3,BestF1,,
event_disjoint,r010_transformer_forecaster_atlasv2_public_event_disjoint,Small-Transformer-Forecaster,3,Precision@P80,1.0,0.0
event_disjoint,r010_transformer_forecaster_atlasv2_public_event_disjoint,Small-Transformer-Forecaster,3,Recall@P80,0.5555555555555556,0.0785674201318386
event_disjoint,r022_itransformer_forecaster_atlasv2_public_event_disjoint,iTransformer-Forecaster,3,AUPRC,0.25766888098382157,0.06885421262943563
